,Load (kWh),Grid supply (kWh),Spot Price (Euro/kWh),Wind (kWh),Solar (kWh),Battery (kWh),Battery2 (kWh),Battery3 (kWh),Battery4 (kWh),Battery5 (kWh),Battery6 (kWh)
2024-02-26 11:00:00,2996.3,2995.899999999999,0.06252,1.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-26 12:00:00,2795.9,3051.872691111445,0.05661,1.6,644.745370334,200.0,200.0,200.0,200.0,501.11806144544545,800.0
2024-02-26 13:00:00,2696.2,5000.0,0.05633,5.6,391.583056616,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-26 14:00:00,2854.7,2859.500000000001,0.05898,-0.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-26 15:00:00,1796.7,1071.9466586859999,0.05935,-0.0,729.553341314,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-26 16:00:00,1904.5,1570.8335758089997,0.062450000000000006,-0.0,338.466424191,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-26 17:00:00,1401.8,189.1813785757728,0.07461,1.6,-0.0,200.0,200.0,784.1813785757731,800.0,800.0,800.0
2024-02-26 18:00:00,1196.2,-0.0,0.08267000000000001,12.8,-0.0,200.0,200.0,200.0,200.0,797.1971971971973,800.0
2024-02-26 19:00:00,1199.2,-0.0,0.0785,4.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-26 20:00:00,1499.9,1500.3000000000004,0.06998,0.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-26 21:00:00,1600.9,1594.1000000000004,0.06365,8.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-26 22:00:00,1204.1,1194.9,0.05995,10.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-26 23:00:00,1498.2,1497.6000000000004,0.05888,1.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 00:00:00,117.7,107.29999999999994,0.05583,11.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 01:00:00,116.8,84.79999999999993,0.05565,33.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 02:00:00,145.8,44.39999999999995,0.05551,102.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 03:00:00,155.3,53.89999999999995,0.055049999999999995,102.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 04:00:00,120.3,3269.7764764764765,0.05496,128.2,-0.0,476.47647647647625,800.0,800.0,800.0,800.0,800.0
2024-02-27 05:00:00,152.0,-0.0,0.05568,480.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-27 06:00:00,2981.6,2506.4000000000005,0.06012,480.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-27 07:00:00,2798.0,751.6443443443445,0.09267,595.5,-0.0,200.0,200.0,544.3443443443439,800.0,800.0,800.0
2024-02-27 08:00:00,2899.4,-0.0,0.09281,758.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 09:00:00,2802.2,1492.2413775529985,0.0783,810.0,501.158622447,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 10:00:00,2702.6,1003.3032306289988,0.06658,810.0,890.496769371,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 11:00:00,2996.3,2187.499999999999,0.06292,810.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 12:00:00,2795.9,1987.099999999999,0.05742,810.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 13:00:00,2696.2,1887.3999999999987,0.057409999999999996,810.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 14:00:00,2854.7,4682.2772879121,0.05601,810.0,-0.0,200.0,436.37728791210145,800.0,800.0,800.0,800.0
2024-02-27 15:00:00,1796.7,-0.0,0.05701,810.0,629.136472631,200.0,200.0,674.9773832551895,800.0,800.0,800.0
2024-02-27 16:00:00,1904.5,-0.0,0.05925,810.0,258.928272808,200.0,200.0,200.0,435.9306786799344,800.0,800.0
2024-02-27 17:00:00,1401.8,-0.0,0.05996,810.0,-0.0,200.0,200.0,200.0,200.0,441.49474800125444,800.0
2024-02-27 18:00:00,1196.2,-0.0,0.05996,810.0,-0.0,200.0,200.0,200.0,200.0,200.0,653.2532532532532
2024-02-27 19:00:00,1199.2,-0.0,0.05867,747.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 20:00:00,1499.9,2388.784184184184,0.05613,496.5,-0.0,200.0,200.0,200.0,384.18418418418435,800.0,800.0
2024-02-27 21:00:00,1600.9,-0.0,0.05681,219.3,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 22:00:00,1204.1,1029.5000000000002,0.056049999999999996,175.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-27 23:00:00,1498.2,1239.0000000000005,0.05518,260.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 00:00:00,120.5,-0.0,0.053149999999999996,175.8,-0.0,200.0,200.0,200.0,200.0,200.0,254.10000000000008
2024-02-28 01:00:00,115.4,-0.0,0.05235,249.6,-0.0,200.0,200.0,200.0,200.0,200.0,387.04590000000013
2024-02-28 02:00:00,153.9,-0.0,0.05361,282.0,-0.0,200.0,200.0,200.0,200.0,200.0,513.7588541000002
2024-02-28 03:00:00,161.4,-0.0,0.052,451.2,-0.0,200.0,200.0,200.0,200.0,202.0450952459002,800.0
2024-02-28 04:00:00,118.7,2664.9970899894856,0.052,393.6,-0.0,740.1401401401399,800.0,800.0,800.0,800.0,800.0
2024-02-28 05:00:00,154.7,-0.0,0.05373,219.3,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-28 06:00:00,1976.3,1228.3619098718714,0.05471,393.6,-0.0,440.8619098718716,800.0,800.0,800.0,800.0,800.0
2024-02-28 07:00:00,1798.3,-0.0,0.060090000000000005,496.5,-0.0,200.0,200.0,334.621047962,800.0,800.0,800.0
2024-02-28 08:00:00,1900.3,-0.0,0.057479999999999996,271.2,327.810661124,200.0,200.0,200.0,200.0,230.19708803803815,800.0
2024-02-28 09:00:00,1796.0,-0.0,0.05543,292.8,874.83310905,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 10:00:00,1703.4,155.50690051000038,0.054090000000000006,282.0,1267.09309949,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 11:00:00,1995.3,1498.8503456280002,0.05305,325.2,172.449654372,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 12:00:00,1803.8,803.8139738720002,0.05251,260.4,740.786026128,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 13:00:00,1699.4,65.87294186000031,0.05157,109.0,1525.72705814,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 14:00:00,1848.6,1411.6058547760001,0.05109,238.8,199.394145224,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 15:00:00,796.7,-0.0,0.05212,-0.0,797.9000000000003,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 16:00:00,901.4,-0.0,0.056280000000000004,421.40478106633634,517.53155527,200.0,200.0,200.0,200.0,200.0,236.3363363363363
2024-02-28 17:00:00,800.7,-0.0,0.05734,765.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 18:00:00,98.9,-0.0,0.056530000000000004,100.09999999999994,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 19:00:00,204.4,-0.0,0.055490000000000005,205.59999999999994,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 20:00:00,96.4,-0.0,0.053950000000000005,97.59999999999994,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 21:00:00,153.9,-0.0,0.052270000000000004,155.09999999999994,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 22:00:00,118.1,-0.0,0.049890000000000004,119.29999999999993,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-28 23:00:00,148.2,-0.0,0.04736,149.39999999999992,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-29 00:00:00,120.5,-0.0,0.05033,389.8545246861952,-0.0,200.0,200.0,200.0,200.0,200.0,468.15452468619526
2024-02-29 01:00:00,115.4,-0.0,0.04925,810.0,-0.0,200.0,200.0,200.0,200.0,561.286370161509,800.0
2024-02-29 02:00:00,153.9,-0.0,0.048100000000000004,810.0,-0.0,200.0,200.0,200.0,615.2250837913475,800.0,800.0
2024-02-29 03:00:00,161.4,-0.0,0.045149999999999996,810.0,-0.0,200.0,200.0,661.0098587075563,800.0,800.0,800.0
2024-02-29 04:00:00,118.7,-0.0,0.04349,810.0,-0.0,200.0,748.8488488488488,800.0,800.0,800.0,800.0
2024-02-29 05:00:00,154.7,-0.0,0.04532,810.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-29 06:00:00,1976.3,1171.0999999999997,0.04707,810.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-29 07:00:00,1798.3,993.0999999999997,0.047240000000000004,810.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-02-29 08:00:00,1900.3,167.35947968550158,0.049210000000000004,792.0,-0.0,200.0,454.25947968550184,800.0,800.0,800.0,800.0
2024-02-29 09:00:00,1796.0,-0.0,0.04974,807.0,-0.0,200.0,200.0,200.0,661.4052202058165,800.0,800.0
2024-02-29 10:00:00,1703.4,-0.0,0.05,714.3,171.874251731,200.0,200.0,200.0,200.0,441.3180667166105,800.0
2024-02-29 11:00:00,1995.3,-0.0,0.05137,562.5,736.439567244,200.0,200.0,200.0,200.0,200.0,342.91631589389374
2024-02-29 12:00:00,1803.8,-0.0,0.05089,744.0,918.226600422,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-29 13:00:00,1699.4,-0.0,0.0506,164.3258070000004,1536.274193,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-29 14:00:00,1848.6,-0.0,0.04936,520.2331263700003,1329.56687363,200.0,200.0,200.0,200.0,200.0,200.0
2024-02-29 15:00:00,796.7,-0.0,0.049909999999999996,751.5835345726628,993.046490789,200.0,200.0,200.0,200.0,546.7300253616626,800.0
2024-02-29 16:00:00,901.4,-0.0,0.05125,754.8,539.737300862,200.0,200.0,200.0,337.72059619830094,800.0,800.0
2024-02-29 17:00:00,800.7,-0.0,0.055869999999999996,751.2,130.236146178,200.0,200.0,200.0,415.91902178010275,800.0,800.0
2024-02-29 18:00:00,98.9,-0.0,0.056979999999999996,664.8,-0.0,200.0,200.0,379.20310275832276,800.0,800.0,800.0
2024-02-29 19:00:00,204.4,-0.0,0.054,480.0,-0.0,200.0,200.0,651.6238996555646,800.0,800.0,800.0
2024-02-29 20:00:00,96.4,-0.0,0.05257,496.5,-0.0,200.0,448.27227575590933,800.0,800.0,800.0,800.0
2024-02-29 21:00:00,153.9,-0.0,0.05158,451.2,-0.0,200.0,741.7240034801534,800.0,800.0,800.0,800.0
2024-02-29 22:00:00,118.1,-0.0,0.0511,465.6,-0.0,485.0822794766735,800.0,800.0,800.0,800.0,800.0
2024-02-29 23:00:00,148.2,-0.0,0.05035,364.8,-0.0,697.1971971971969,800.0,800.0,800.0,800.0,800.0
2024-03-01 00:00:00,120.5,-0.0,0.05233,228.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-01 01:00:00,115.4,74.39999999999974,0.05151,45.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-01 02:00:00,153.9,-0.0,0.05195,69.2,-0.0,710.5000000000002,800.0,800.0,800.0,800.0,800.0
2024-03-01 03:00:00,161.4,190.3104999999996,0.05191,65.3,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-01 04:00:00,118.7,111.89999999999974,0.05203,11.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-01 05:00:00,154.7,153.89999999999972,0.052520000000000004,5.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-01 06:00:00,1976.3,1970.6999999999996,0.05446,10.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-01 07:00:00,1798.3,1784.2999999999997,0.05715,18.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-01 08:00:00,1900.3,-0.0,0.0582,8.0,-0.0,200.0,200.0,200.0,702.9000000000003,800.0,800.0
2024-03-01 09:00:00,1796.0,92.80289999999955,0.05821,3.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-01 10:00:00,1703.4,1691.8000000000004,0.0582,12.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-01 11:00:00,1995.3,2365.4949949949946,0.056299999999999996,26.0,-0.0,200.0,200.0,200.0,200.0,200.0,594.9949949949955
2024-03-01 12:00:00,1803.8,5000.0,0.054329999999999996,10.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-01 13:00:00,1699.4,733.4349734231474,0.056600000000000004,134.6,-0.0,200.0,563.8349734231475,800.0,800.0,800.0,800.0
2024-03-01 14:00:00,1848.6,-0.0,0.06135,292.8,-0.0,200.0,200.0,200.0,204.0711384497246,800.0,800.0
2024-03-01 15:00:00,796.7,-0.0,0.0631,776.4,-0.0,200.0,200.0,200.0,200.0,781.3670673112749,800.0
2024-03-01 16:00:00,901.4,-0.0,0.06193,810.0,-0.0,200.0,200.0,200.0,200.0,687.5857002439637,800.0
2024-03-01 17:00:00,800.7,-0.0,0.06311,175.8,-0.0,200.0,200.0,200.0,200.0,200.0,660.3981145437195
2024-03-01 18:00:00,98.9,-0.0,0.062369999999999995,33.2,-0.0,200.0,200.0,200.0,200.0,200.0,593.0377164291759
2024-03-01 19:00:00,204.4,-0.0,0.06179,23.6,-0.0,200.0,200.0,200.0,200.0,200.0,410.64467871274667
2024-03-01 20:00:00,96.4,-0.0,0.06005,21.2,-0.0,200.0,200.0,200.0,200.0,200.0,334.034034034034
2024-03-01 21:00:00,153.9,-0.0,0.05871,21.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-01 22:00:00,118.1,35.89999999999992,0.05636,83.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-01 23:00:00,148.2,94.37317317317309,0.05614,128.2,-0.0,200.0,200.0,200.0,200.0,200.0,273.17317317317315
2024-03-02 00:00:00,117.7,-0.0,0.05736,45.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 01:00:00,116.8,72.19999999999993,0.05496,45.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 02:00:00,145.8,50.79999999999994,0.054340000000000006,96.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 03:00:00,155.3,87.29999999999994,0.053880000000000004,69.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 04:00:00,120.3,3683.5,0.05337,38.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-02 05:00:00,152.0,91.49999999999973,0.05425,65.3,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-02 06:00:00,2981.6,2950.8000000000006,0.05497,35.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-02 07:00:00,2798.0,2790.000000000001,0.0571,12.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-02 08:00:00,2899.4,2842.8000000000006,0.05802,61.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-02 09:00:00,2802.2,-0.0,0.05867,89.8,-0.0,200.0,200.0,200.0,200.0,482.8000000000004,800.0
2024-03-02 10:00:00,2702.6,1628.6827999999994,0.05834,193.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 11:00:00,2996.3,2812.999999999999,0.056850000000000005,184.5,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 12:00:00,2795.9,3081.6470470470467,0.05482,562.5,-0.0,200.0,200.0,200.0,200.0,447.04704704704693,800.0
2024-03-02 13:00:00,2696.2,5000.0,0.054810000000000005,451.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-02 14:00:00,2854.7,2683.7000000000007,0.056729999999999996,175.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-02 15:00:00,1796.7,1651.7999999999997,0.05858,149.7,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-02 16:00:00,1904.5,1843.9999999999998,0.05919,65.3,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-02 17:00:00,1401.8,-0.0,0.06307,9.2,-0.0,200.0,200.0,602.6000000000004,800.0,800.0,800.0
2024-03-02 18:00:00,1196.2,-0.0,0.06393,28.4,-0.0,200.0,200.0,200.0,200.0,631.3974000000004,800.0
2024-03-02 19:00:00,1199.2,170.03399739999952,0.06042,-0.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 20:00:00,1499.9,1499.9000000000003,0.05855,1.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 21:00:00,1600.9,1591.7000000000003,0.05824,10.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 22:00:00,1204.1,1181.7000000000003,0.05734,23.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-02 23:00:00,1498.2,1491.4000000000003,0.054990000000000004,8.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-03 00:00:00,120.5,121.69999999999993,0.0545,-0.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-03 01:00:00,115.4,430.37213048884706,0.053630000000000004,-0.0,-0.0,200.0,200.0,200.0,200.0,200.0,513.7721304888471
2024-03-03 02:00:00,153.9,-0.0,0.0538,-0.0,-0.0,200.0,200.0,200.0,200.0,200.0,358.3583583583583
2024-03-03 03:00:00,161.4,-0.0,0.05398,4.4,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-03 04:00:00,118.7,3693.8999999999996,0.05371,26.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-03 05:00:00,154.7,126.29999999999971,0.05421,33.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-03 06:00:00,1976.3,1935.2999999999997,0.05465999999999999,45.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-03 07:00:00,1798.3,-0.0,0.05551,49.7,-0.0,200.0,200.0,246.60000000000036,800.0,800.0,800.0
2024-03-03 08:00:00,1900.3,42.74659999999943,0.054770000000000006,14.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-03 09:00:00,1796.0,1790.4000000000003,0.05399,6.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-03 10:00:00,1703.4,1631.5000000000005,0.05346,73.1,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-03 11:00:00,1995.3,1975.3000000000002,0.05104,21.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-03 12:00:00,1803.8,2024.4550550550543,0.04893,35.6,-0.0,200.0,200.0,200.0,200.0,200.0,455.0550550550552
2024-03-03 13:00:00,1699.4,5000.0,0.04689,45.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-03 14:00:00,1848.6,1811.4999999999995,0.05026,41.9,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-03 15:00:00,796.7,765.8999999999997,0.054340000000000006,35.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-03 16:00:00,901.4,-0.0,0.05835,28.4,-0.0,200.0,522.2000000000003,800.0,800.0,800.0,800.0
2024-03-03 17:00:00,800.7,-0.0,0.0629,1.2,-0.0,200.0,200.0,318.7778000000004,800.0,800.0,800.0
2024-03-03 18:00:00,98.9,-0.0,0.06336,18.8,-0.0,200.0,200.0,235.55902220000053,800.0,800.0,800.0
2024-03-03 19:00:00,204.4,-0.0,0.06114,35.6,-0.0,200.0,200.0,200.0,663.7234631778007,800.0,800.0
2024-03-03 20:00:00,96.4,-0.0,0.059789999999999996,18.8,-0.0,200.0,200.0,200.0,583.259739714623,800.0,800.0
2024-03-03 21:00:00,153.9,-0.0,0.05886,18.8,-0.0,200.0,200.0,200.0,445.37647997490853,800.0,800.0
2024-03-03 22:00:00,118.1,-0.0,0.05832,57.5,-0.0,200.0,200.0,200.0,382.13110349493377,800.0,800.0
2024-03-03 23:00:00,148.2,2333.051027608561,0.05793,35.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-04 00:00:00,120.5,111.29999999999973,0.05849,14.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-04 01:00:00,115.4,-0.0,0.05881,35.6,-0.0,715.4000000000003,800.0,800.0,800.0,800.0,800.0
2024-03-04 02:00:00,153.9,229.2153999999995,0.0587,14.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-04 03:00:00,161.4,132.99999999999972,0.0588,33.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-04 04:00:00,118.7,104.69999999999973,0.05899,18.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-04 05:00:00,154.7,90.29999999999971,0.05988,69.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-04 06:00:00,1976.3,1927.4999999999998,0.06092,53.6,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-04 07:00:00,1798.3,-0.0,0.09358,96.2,-0.0,200.0,200.0,293.10000000000036,800.0,800.0,800.0
2024-03-04 08:00:00,1900.3,-0.0,0.09978000000000001,77.0,-0.0,200.0,200.0,200.0,200.0,200.0,266.7069000000005
2024-03-04 09:00:00,1796.0,1697.3598068999997,0.08220000000000001,33.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-04 10:00:00,1703.4,1690.6000000000004,0.06372,14.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-04 11:00:00,1995.3,1977.7000000000003,0.05992,18.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-04 12:00:00,1803.8,2027.7880880880873,0.05925,65.3,-0.0,200.0,200.0,200.0,200.0,200.0,488.0880880880882
2024-03-04 13:00:00,1699.4,5000.0,0.05921,12.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-04 14:00:00,1848.6,492.94507469438724,0.0596,16.4,98.6365674955,200.0,200.0,754.5816421898877,800.0,800.0,800.0
2024-03-04 15:00:00,796.7,-0.0,0.05987,83.4,-0.0,200.0,200.0,200.0,637.7270605476979,800.0,800.0
2024-03-04 16:00:00,901.4,-0.0,0.06042,21.2,-0.0,200.0,200.0,200.0,200.0,354.6893334871503,800.0
2024-03-04 17:00:00,800.7,-0.0,0.07232999999999999,73.1,-0.0,200.0,200.0,200.0,200.0,200.0,225.1346441536631
2024-03-04 18:00:00,98.9,-0.0,0.07232999999999999,184.5,-0.0,200.0,200.0,200.0,200.0,200.0,309.5095095095094
2024-03-04 19:00:00,204.4,-0.0,0.06278,96.2,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-04 20:00:00,96.4,-0.0,0.06089,249.6,-0.0,200.0,200.0,200.0,200.0,200.0,352.00000000000006
2024-03-04 21:00:00,153.9,-0.0,0.05924,83.4,-0.0,200.0,200.0,200.0,200.0,200.0,280.14800000000014
2024-03-04 22:00:00,118.1,-0.0,0.05824,292.8,-0.0,200.0,200.0,200.0,200.0,200.0,453.56785200000024
2024-03-04 23:00:00,148.2,-0.0,0.05787,61.4,-0.0,200.0,200.0,200.0,200.0,200.0,365.3142841480003
2024-03-05 00:00:00,120.5,-0.0,0.05621,364.8,-0.0,200.0,200.0,200.0,200.0,200.0,608.2489698638524
2024-03-05 01:00:00,115.4,-0.0,0.056479999999999995,201.9,-0.0,200.0,200.0,200.0,200.0,200.0,693.1407208939886
2024-03-05 02:00:00,153.9,-0.0,0.05646,21.2,-0.0,200.0,200.0,200.0,200.0,200.0,558.7475801730947
2024-03-05 03:00:00,161.4,3295.2111674070784,0.05636,109.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-05 04:00:00,118.7,90.29999999999973,0.05647,33.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-05 05:00:00,154.7,143.0999999999997,0.057390000000000004,16.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-05 06:00:00,1976.3,1897.6999999999996,0.05838,83.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-05 07:00:00,1798.3,40.96146146146102,0.0603,23.6,-0.0,200.0,200.0,261.4614614614613,800.0,800.0,800.0
2024-03-05 08:00:00,1900.3,-0.0,0.06124,41.9,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-05 09:00:00,1796.0,1785.6000000000004,0.05964,11.6,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-05 10:00:00,1703.4,1658.8000000000004,0.059179999999999996,45.8,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-05 11:00:00,1995.3,1982.5000000000002,0.05922,14.0,-0.0,200.0,200.0,200.0,200.0,200.0,200.0
2024-03-05 12:00:00,1803.8,1963.535535535536,0.05861,77.0,-0.0,200.0,200.0,200.0,200.0,200.0,435.5355355355357
2024-03-05 13:00:00,1699.4,5000.0,0.05859,65.3,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-05 14:00:00,1848.6,1757.1999999999996,0.05906,96.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-05 15:00:00,796.7,751.7999999999997,0.05965,49.7,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-05 16:00:00,901.4,-0.0,0.06069,16.4,-0.0,200.0,510.2000000000003,800.0,800.0,800.0,800.0
2024-03-05 17:00:00,800.7,-0.0,0.07386,18.8,-0.0,200.0,200.0,324.3898000000003,800.0,800.0,800.0
2024-03-05 18:00:00,98.9,-0.0,0.09572,4.4,-0.0,200.0,200.0,226.76541020000047,800.0,800.0,800.0
2024-03-05 19:00:00,204.4,-0.0,0.07876999999999999,0.4,-0.0,200.0,200.0,200.0,619.7386447898007,800.0,800.0
2024-03-05 20:00:00,96.4,-0.0,0.06787,1.8,-0.0,200.0,200.0,200.0,522.318906145011,800.0,800.0
2024-03-05 21:00:00,153.9,-0.0,0.06373,28.4,-0.0,200.0,200.0,200.0,394.0965872388662,800.0,800.0
2024-03-05 22:00:00,118.1,-0.0,0.06197999999999999,11.6,-0.0,200.0,200.0,200.0,285.00249065162745,800.0,800.0
2024-03-05 23:00:00,148.2,2444.4825118390245,0.06079,21.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-06 00:00:00,117.7,-0.0,0.06402,28.4,-0.0,705.9000000000003,800.0,800.0,800.0,800.0,800.0
2024-03-06 01:00:00,116.8,-0.0,0.06277,38.0,-0.0,622.3941000000005,800.0,800.0,800.0,800.0,800.0
2024-03-06 02:00:00,145.8,314.0282940999992,0.06217,14.0,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-06 03:00:00,155.3,147.29999999999973,0.06274,12.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-06 04:00:00,120.3,112.29999999999973,0.06492,12.8,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-06 05:00:00,152.0,128.39999999999972,0.06858,28.4,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-06 06:00:00,2981.6,2977.2000000000007,0.08097,9.2,-0.0,800.0,800.0,800.0,800.0,800.0,800.0
2024-03-06 07:00:00,2798.0,2098.7003003003006,0.10355,4.4,-0.0,200.0,700.3003003003,800.0,800.0,800.0,800.0
